"ID","Name","Mean","SD"
"PE","Performance Expectancy",4.37686567164179,0.942406469112625
"EE","Effort Expectancy",4.12313432835821,0.972630693288683
"SI","Social Influence",1.64676616915423,0.903149834975311
"FC","Facilitating Conditions",1.75124378109453,0.906030218338756
